model,l_accuracy,z_accuracy,p_accuracy,l_silhouette_score,z_silhouette_score,p_silhouette_score
reduced-800,0.4728148148148148,0.5818518518518518,0.5840740740740741,0.12330532,0.30828002,0.4018722
