model,l_accuracy,z_accuracy,p_accuracy,l_silhouette_score,z_silhouette_score,p_silhouette_score
reduced-800,0.47912408759124087,0.5095724713242962,0.5074035453597497,0.10850184,0.26114926,0.3420098
