model,l_accuracy,z_accuracy,p_accuracy,l_silhouette_score,z_silhouette_score,p_silhouette_score
mae-ct,0.4654848800834202,0.5308029197080292,0.5158498435870699,0.08819319,0.16276263,0.25314742
