model,l_accuracy,z_accuracy,p_accuracy,l_silhouette_score,z_silhouette_score,p_silhouette_score
reduced-500,0.4443587069864442,0.4895307612095933,0.4919082377476538,0.12733647,0.27810875,0.35510623
