model,l_accuracy,z_accuracy,p_accuracy,l_silhouette_score,z_silhouette_score,p_silhouette_score
reduced-900,0.3707692307692308,0.4123076923076923,0.42615384615384616,0.09517985,0.20821317,0.289768
