model,l_accuracy,z_accuracy,p_accuracy,l_silhouette_score,z_silhouette_score,p_silhouette_score
mae-ct,0.24461538461538462,0.21076923076923076,0.18615384615384614,0.08409449,0.09130167,0.14808835
