model,l_accuracy,z_accuracy,p_accuracy,l_silhouette_score,z_silhouette_score,p_silhouette_score
reduced-500,0.3353846153846154,0.42923076923076925,0.3953846153846154,0.10371925,0.2689392,0.351105
