model,l_accuracy,z_accuracy,p_accuracy,l_silhouette_score,z_silhouette_score,p_silhouette_score
reduced-700,0.4513451511991658,0.49290928050052135,0.47795620437956204,0.11844727,0.27107865,0.34333298
