model,l_accuracy,z_accuracy,p_accuracy,l_silhouette_score,z_silhouette_score,p_silhouette_score
reduced-800,0.35846153846153844,0.4369230769230769,0.39692307692307693,0.08954583,0.266388,0.3468944
